YouTuBe新闻,#genre#
1～7级宇宙文明什麽样，刚刚发现一个比人类先进十万年以上的二级宇宙文明,https://www.youtube.com/watch?v=B4joIhlThpc
只有俄罗斯没有的快餐店,https://www.youtube.com/watch?v=UMWKE2u8sPw
二十分钟讲完宇宙的一生，从一切的开始到结束,https://www.youtube.com/watch?v=iMntG5KjUmM
太平洋上曾经存在的超级帝国，姆,https://www.youtube.com/watch?v=GMTZ0ZC3tFk
【别说话】“他”在偷听我们！五个和iPhone相关的都市传说,https://www.youtube.com/watch?v=aMvGZgw-mM0
人类无法获得永生的真正原因,https://www.youtube.com/watch?v=XPaex_BId2I
【预言】太阳危机，一切终结,https://www.youtube.com/watch?v=g1Rn3OgUBH0
你也觉得哪里不对劲？这个世界百分之百是虚拟现实的八个证据以及我们被锁在本宇宙的真正原因,https://www.youtube.com/watch?v=ndLOF9jJnR4
最接近人的生物,https://www.youtube.com/watch?v=A-adUADPCFI
古书中记载的一个女月球人,https://www.youtube.com/watch?v=zCwrcao41Iw
一般人我不告诉他，NASA突然要再次登月的真正原因,https://www.youtube.com/watch?v=3P7ADC_r8ws
真鬼魂直接为你解答死后世界的谜团，为什麽有的人可以看到鬼魂，鬼压床又是怎麽回事，鬼魂为什麽多集中在隧道和水畔旁,https://www.youtube.com/watch?v=D9j1H49ap7s
【重新上传】不能说的都市传说，●室,https://www.youtube.com/watch?v=ROEaPaSSQRc
最强预言家对于2019年的五个预言，前四个都不重要,https://www.youtube.com/watch?v=kIR9bEA_8kE
真实事件,https://www.youtube.com/watch?v=OaOb_V7-CWw
FEAT. 萧敬腾 & LION，音乐和雨,https://www.youtube.com/watch?v=98SaTCpgLOM
尼斯湖水怪，1933-2022年,https://www.youtube.com/watch?v=I8d50K4gmjw
人类首次发现来自遥远星系的访客，它的形状为何如此怪异，为何闪光，为何加速,https://www.youtube.com/watch?v=eGBp8jyEoII
终将彻底改变一切的Web3.0，人类走向全面虚拟的开端,https://www.youtube.com/watch?v=Ks_QkNTbGJY
用科学证明我们的世界其实就是虚拟现实（VR）,https://www.youtube.com/watch?v=1ox6JDv8D3Y
凤凰城光点,https://www.youtube.com/watch?v=N4S1ZhlvN-s
【神作】二十八分钟详解《天空之城》背后的故事，宫崎骏删除的内容，克拉克三原则,https://www.youtube.com/watch?v=ALpFEuzIN80
真正的妖怪,https://www.youtube.com/watch?v=NnzxbM7rX3M
不能说的足球起源，年薪最高的球员，梅西第二，C罗第四，没想到第一竟是他,https://www.youtube.com/watch?v=SeGNp8eLpo8
食物如何影响你的大脑和智商,https://www.youtube.com/watch?v=YcHwl_y2l_o
因流言和诉讼饱受争议，元祖蜘蛛人的真实人生,https://www.youtube.com/watch?v=e40gNNwnz8U
【震撼】三十七分钟讲完一段被秘密隐藏的历史，超出你想像的竹内文书,https://www.youtube.com/watch?v=OhXciGoMAcs
猴痘预言,https://www.youtube.com/watch?v=ccqOc3VGOzE
比目前已知最古老的人类文明还早一万年，他们为何不停用泥土造人，究竟如何来到这里,https://www.youtube.com/watch?v=jFQPvAHwVK0
辛普森预言，持续三十年精准到不可思议的预言动画,https://www.youtube.com/watch?v=iLyiGy1gsqY
硅(硅)基生命体，人类诞生的真正目的,https://www.youtube.com/watch?v=jXcuLBI8QMc
银行破产,https://www.youtube.com/watch?v=amhmUsl_jXk
天网，人类必然灭绝的真正原因,https://www.youtube.com/watch?v=bakdHQay7Ck
就要来了，人类历史上的最大灾难，模拟结果太惊人,https://www.youtube.com/watch?v=_4phafehhy8

科幻梦工场,#genre#
吸血鬼圈养人类喝人血，人类只剩下不到5%，速看科幻恐怖片《嗜血破晓》,https://www.youtube.com/watch?v=NK5DTb2YrHg
士兵冬眠500年后醒来，却发现人类退化成了白痴，自己还当上了总统！速看科幻喜剧电影《蠢蛋进化论》,https://www.youtube.com/watch?v=Gs41Jz1HWV8
人类将蟑螂送上火星，500年后蟑螂却进化成了人形生物，瞬间秒杀人类！,https://www.youtube.com/watch?v=5sSq8O7go1U
整个学校都是超人，泡妞都有风险，一不小心就会被惩罚！速看科幻电影《超人高校》,https://www.youtube.com/watch?v=VqKsBoNj5X4
女孩被父母视为空气，4岁就开始自己做饭，6岁竟然拥有了超能力！,https://www.youtube.com/watch?v=wXHbZjfFLYc
两名小伙冬眠53年后醒来，发现地球上只有女人，他们成了最后的男人！,https://www.youtube.com/watch?v=X96pBw__oKY
女孩穿越到8年后，却发现自己早已去世，看一次哭一次！,https://www.youtube.com/watch?v=TyvlX_APY3w
最强BOSS登场！外星人拥有五种形态，自诩为神，手撕超级战士！,https://www.youtube.com/watch?v=akKKrH3dnSw
小伙被困楼梯间35年，每天只能吃泡面，到老才知道怎么回事！,https://www.youtube.com/watch?v=7hcIKVqjTTI
未来人类被缩小到10厘米，1块钱变成了100块，轻松买下大别墅！,https://www.youtube.com/watch?v=gTfK3NnE6TU
父母是超能力者，没想到女儿的超能力，才是最可怕的！,https://www.youtube.com/watch?v=GOcNirdoGFM
几十米高的巨人以人类为食，人类不服，派出了现代化军队！,https://www.youtube.com/watch?v=6FMYrlkpG3Y
小伙捡到一件外星机甲，穿上后成了超级战士，准备单挑外星人！,https://www.youtube.com/watch?v=xG2jVMVsqZs
地球竟是宇宙大帝，它的触角长出了地面，引来了它的仇敌！速看科幻电影《变形金刚5：最后的骑士》,https://www.youtube.com/watch?v=uFOFjs0SIaM
小伙天生驼背受尽欺辱，后来发现背上只是脓包，抽干后竟是个美少年！,https://www.youtube.com/watch?v=L21o_XO_o6M
把出轨说的这么惊心动魄的电影居然如此好看 6分钟看完关于记忆的烧脑悬疑科幻片《全面回忆》,https://www.youtube.com/watch?v=t43K7Z_fbpo
兄弟俩被判死刑，却一点都不害怕，有不死之身就是任性！,https://www.youtube.com/watch?v=sB2S0smyCso
这才是真正的哥斯拉，不断自我进化，第四形态战斗力爆表！,https://www.youtube.com/watch?v=2CyE7xcEe5A
电脑程序获得不灭躯体，受伤后直接用玻璃自我修复！速看科幻电影《时空悍将》,https://www.youtube.com/watch?v=ivuaNY2UXHU
人类拳击被禁止，机器人登上擂台，连小孩也能控制它比赛！速看科幻电影《铁甲钢拳》,https://www.youtube.com/watch?v=98eLiBvXdPY
少女被食人族捕获，被吃掉了右手与右腿，却意外爱上了男食人魔！,https://www.youtube.com/watch?v=vt8UU7aJl9g
49度高温的沙漠中，300人被瞬间冻成冰块，整个村庄无一人生还！,https://www.youtube.com/watch?v=GrkBDeB5_YM
直升机意外坠毁，幸存士兵打开舱门后竟一秒冻成冰雕，速看经典科幻灾难片《后天》,https://www.youtube.com/watch?v=rsxuA1wySmg
变异巨兽一出生就怀孕，一次产蛋200枚，靠繁殖占领全世界！速看科幻电影《哥斯拉》,https://www.youtube.com/watch?v=UXpIl-M6_z8
金刚狼用艾德曼合金刮腿毛，一部恶搞超级英雄的科幻电影《超级英雄》,https://www.youtube.com/watch?v=aijG5EuWDcs
外星战士拥有人类基因，送给人类一件武器，战斗力爆表！,https://www.youtube.com/watch?v=cwZljdA53W4
地球被怪物占领，一家三口躲入地下300多天，逃出时却发现惊人真相！,https://www.youtube.com/watch?v=OJ8uVjWigSs
靠近必死！男子被闪电击中，周围形成了死亡圆圈，只有一人可以接近！速看科幻电影《死亡半径》,https://www.youtube.com/watch?v=UeXxyjPtsBk
女总裁开发小岛圈养丧尸，供游客们射杀取乐，丧尸来源却让人震惊！,https://www.youtube.com/watch?v=d-NGT3nrJfQ
女科学家注入复生血清，大脑使用率飙升至100%，变成了恐怖的恶魔！,https://www.youtube.com/watch?v=k506wY7cZF0
女子已经活了2000年，却永远像20岁，只因怀孕后就会重生！,https://www.youtube.com/watch?v=DM4jb6uNFy8
为躲避核战，一家人在地下住了35年，手中股票暴涨到几千万美元！,https://www.youtube.com/watch?v=giA1KmZwnsQ
女杀手闯入恐怖花园，草地中都是钢针尖刺！速看科幻电影《魔力女战士》,https://www.youtube.com/watch?v=9QIyqdW1Wnk
小伙打电话时被子弹击中，芯片进入大脑，拥有了控制电子的超能力！,https://www.youtube.com/watch?v=cPKT9sfTx64
男子发现3和4之间还有一个整数，只要证明出来，就能穿越时空！,https://www.youtube.com/watch?v=dDTGcJ45C4U
富二代戴着面具活了150年，却不知自己早已死去，只有意识尚存！,https://www.youtube.com/watch?v=ZrmL7GQgNzM
黑白世界中不允许出现彩色，女子只能每天涂黑白颜料，遮住自己的脸！,https://www.youtube.com/watch?v=5pfyccJgA3o
外面一分钟，里面1000年，这样惩罚罪犯算不算残酷！速看科幻悬疑神剧《黑镜：白色圣诞》,https://www.youtube.com/watch?v=ABFGUrZ6ccA
大叔第一次看3D电影，却因为戴了2D眼镜，意外发现了影院的秘密！,https://www.youtube.com/watch?v=UDDc-srpWNU
机器人觉醒，仅用7天便超越人类，创造出全机械生命体！速看科幻电影《机器纪元》,https://www.youtube.com/watch?v=joDJ3A8BSQI
男孩被冰冻2000年，醒来时人类已经灭绝，机器人主宰世界！,https://www.youtube.com/watch?v=Ix7b7FjwJ0A
女孩拥有神奇超能力，只要喝一口水，就能吐出一条鲨鱼！,https://www.youtube.com/watch?v=UVpY6KmK4Gc
地球重回冰川时代，人类只能生活在列车上，穷人靠吃蟑螂食品度日！,https://www.youtube.com/watch?v=x4yI1lw_9DM
外星文明创造人类，让人口极速增长，十万年后再来收割！速看科幻电影《木星上行》,https://www.youtube.com/watch?v=55E1c6aQwA4
两个世界互相颠倒，一个富有，一个贫穷！速看脑洞大开的科幻爱情片《逆世界》,https://www.youtube.com/watch?v=1ddnuzleUas
外星人克隆超级怪兽入侵地球，人类驾驶钢铁机甲英勇迎战，速看科幻电影《环太平洋》,https://www.youtube.com/watch?v=lmC5TsiEbnI
在未来，考试不及格就会被处死，因为每年必须减少5%的人口！,https://www.youtube.com/watch?v=m6qO-yYl1eU
一座可怕的食人小岛，白天湖中可以游泳，晚上湖水变成强酸！,https://www.youtube.com/watch?v=BfW6QxK95w0
高中生利用时光机中大奖，追女神，走上人生巅峰！速看科幻电影《年鉴计划》,https://www.youtube.com/watch?v=BGyvGtvEYYk
无辜人类被扔进四维立方体，成为实验小白鼠！速看科幻电影《异次元杀阵2：超立方体》,https://www.youtube.com/watch?v=OQoydkVkGPc
地球被毁 太空城富人花钱移民 结局竟如此惨烈 5分钟看完科幻电影《太空运输》,https://www.youtube.com/watch?v=jUao8N7KCaM
人类灭绝之后，机器人养大了一个女孩，可女孩却发现了恐怖的真相,https://www.youtube.com/watch?v=v9LA2BP6ArQ
漂亮女友被人侵犯去世，小伙为了复仇，竟然变成了恶魔！,https://www.youtube.com/watch?v=3uGM3FjTzsQ
科学家将一群男孩扔入迷宫，每月还会增加一人，最后竟送来了一个女孩！,https://www.youtube.com/watch?v=Rpx7Oicji2Y
人类创造新型昆虫，三年就进化了几万代，甚至还长出了人脸！,https://www.youtube.com/watch?v=IhZNDrkr_u0
50人被关恐怖密室，每两分钟就会电死一人，最后只有一人能幸存！,https://www.youtube.com/watch?v=kfQZGKrGk28
女孩们被关在地下学校，16年都不让出去，原来藏着可怕的交易！,https://www.youtube.com/watch?v=ZHTk6H-178w
男子计划了10年，将3只异次元怪兽，混合成了一只超级怪物！,https://www.youtube.com/watch?v=qP0VY2Ko-qE
彗星撞击地球，引发大海啸！5分钟看完科幻灾难片《天地大冲撞》,https://www.youtube.com/watch?v=H0buEOa9Z3c
小伙一觉醒来，发现世界被虫族入侵，人类还变异成了六脚怪物！,https://www.youtube.com/watch?v=wIXKuD0t1zQ
外星文明发现人类，二话不说直接炸月球，太残暴了！速看科幻电影《遗落战境》,https://www.youtube.com/watch?v=-4nUAVuVBsU
外星生物能预知未来，人类百万机甲部队全军覆没！速看科幻电影《明日边缘》,https://www.youtube.com/watch?v=nQXtu1SaALE
6分钟看完科幻恐怖片《异形大战铁血战士》少年铁血大战异形女皇,https://www.youtube.com/watch?v=TYmez_-kwsc
11年前耗资8000多万，上映10天就收回成本，一部韩国灾难大片！,https://www.youtube.com/watch?v=w-R9TarV1zY
小伙发明了一个圈圈，所有人都把他当傻子，最后他却成了亿万富翁,https://www.youtube.com/watch?v=nTqLMYSZqm4
外星人入侵地球，一天之内，30亿人丧生，可更恐怖的灾难还在后面！速看科幻电影《第五波》,https://www.youtube.com/watch?v=GyObgoiVoUg
少女脚上一流血，皮肤就会瞬间老化，她这才发现了年轻的秘密！,https://www.youtube.com/watch?v=xic3s3JwwGM
在未来，人类只能活到30岁，逃出的人都会被冻成食物！速看科幻电影《逃出地下天堂》,https://www.youtube.com/watch?v=qB8dt3FmfcY
远古寄生虫钻入女子皮肤，在她体内产卵繁殖，女子只能痛苦地死去！,https://www.youtube.com/watch?v=QMjp5G9M13w
男子将剑刺入心脏，背部肋骨开始突变，变身几十米高的铠甲巨人！,https://www.youtube.com/watch?v=ueSLx3vb2fs
科学家发现一个4万年前的古人类，解冻后，他竟然活了过来！,https://www.youtube.com/watch?v=SvaTiR-XawI
小伙能穿梭地狱与人间，轻松击杀恐怖恶魔，还敢向撒旦竖中指！,https://www.youtube.com/watch?v=uQ0UEw7uvHo
地狱内有一个巨型磨盘，生前懒惰的人，拼命奔跑才能不被碾碎！,https://www.youtube.com/watch?v=YcaTovccBOI
太阳风暴引发末日灾难，世界变成了一片汪洋！速看科幻电影《2012世界末日》,https://www.youtube.com/watch?v=eDwnKL6v17g
男子获得神秘纸条，竟能预言未来灾难，速看科幻灾难片《先知》,https://www.youtube.com/watch?v=5oqz6KisG-0
史前巨龙被隧道工人惊醒，疯狂繁殖百万后代，人类几乎被吃光！,https://www.youtube.com/watch?v=JKNhKyh3POw
男子被流放恐怖星球，只有带着金属大箱子，才能侥幸活下来！,https://www.youtube.com/watch?v=Yk49TXcAhsM
硬汉在末世中猎杀丧尸，结果却遇到丧尸首领，一场大战开始了！,https://www.youtube.com/watch?v=58CCnsyZOyQ
未来电子人遇到警察盘问，二话不说，瞬间将他们秒杀！速看科幻电影《明日世界》,https://www.youtube.com/watch?v=WU45gQxm2rQ
6500万年前，造物主将恐龙变成金属，创造全新生命体！速看科幻电影《变形金刚4：绝迹重生》,https://www.youtube.com/watch?v=BGe62o7VpHk
造物主创造人类，却又要毁灭人类！ 6分钟看完异形前传 科幻恐怖片《普罗米修斯》,https://www.youtube.com/watch?v=uT9PpkT2HSw
神秘病毒爆发，90%的儿童因此丧生，活下来的却有了超能力！,https://www.youtube.com/watch?v=wyrojToLBm8
小伙拥有超能力，只要一碰到水，就能获得强大的神力！,https://www.youtube.com/watch?v=6bb3NsdFoBA
双龙之战！霸王龙竟被凶猛棘龙扭断脖子！速看科幻电影《侏罗纪公园3》,https://www.youtube.com/watch?v=0dIGJnRWJEE
一碰就死！神秘病毒扩散全球，2600万人感染丧命！速看科幻电影《传染病》,https://www.youtube.com/watch?v=PZZmdZ5M10E
大学生前往沙滩狂欢，可一夜之间，竟然全被吸入了沙子之中！,https://www.youtube.com/watch?v=wAKFfyx7Sb4
大叔意外获得超能力，能一眼看透所有女人，成功走上人生巅峰！,https://www.youtube.com/watch?v=kNaX8tl_cmU
远古巨兽被唤醒，喷出10万度的热能射线，秒杀它的死敌！速看科幻电影《哥斯拉》,https://www.youtube.com/watch?v=rtiLESJy-_w
朋友圈打分决定社会地位，女子为得高分甚至放弃尊严，速看科幻片《黑镜3：急转直下》,https://www.youtube.com/watch?v=jXuOPxzTh9A
狼叔的钢爪被切断！敌人拥有艾德曼合金战甲，战斗力爆表！,https://www.youtube.com/watch?v=ta0JURXA--8
人类向宜居星球发送信号，却引来残暴外星种族，肠子都悔青了！速看科幻片《超级战舰》,https://www.youtube.com/watch?v=LgjjW-ZABKs
流氓劫持美女欲行不轨  没想到她却是宇宙大魔头  5分钟看完科幻喜剧片《黑衣人2》,https://www.youtube.com/watch?v=PYePtjgNIzM
女孩爱上一个绝世丑男，刚说完我爱你，丑男瞬间变成大帅哥！,https://www.youtube.com/watch?v=v1GJUmsGxfA
